,roll1,roll2,roll3,roll4,roll5,roll6,roll7,roll8,roll9,roll10,roll11,roll12,roll13,roll14,roll15,roll16,roll17,roll18,roll19,roll20
329,2,0,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2
330,2,2,0,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1
331,0,2,2,0,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1
332,1,0,2,2,0,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1
333,2,1,0,2,2,0,2,2,2,2,1,2,1,2,2,2,2,1,1,2
334,2,2,1,0,2,2,0,2,2,2,2,1,2,1,2,2,2,2,1,1
335,2,2,2,1,0,2,2,0,2,2,2,2,1,2,1,2,2,2,2,1
336,1,2,2,2,1,0,2,2,0,2,2,2,2,1,2,1,2,2,2,2
337,1,1,2,2,2,1,0,2,2,0,2,2,2,2,1,2,1,2,2,2
338,1,1,1,2,2,2,1,0,2,2,0,2,2,2,2,1,2,1,2,2
339,1,1,1,1,2,2,2,1,0,2,2,0,2,2,2,2,1,2,1,2
340,1,1,1,1,1,2,2,2,1,0,2,2,0,2,2,2,2,1,2,1
341,2,1,1,1,1,1,2,2,2,1,0,2,2,0,2,2,2,2,1,2
342,2,2,1,1,1,1,1,2,2,2,1,0,2,2,0,2,2,2,2,1
343,2,2,2,1,1,1,1,1,2,2,2,1,0,2,2,0,2,2,2,2
344,2,2,2,2,1,1,1,1,1,2,2,2,1,0,2,2,0,2,2,2
345,1,2,2,2,2,1,1,1,1,1,2,2,2,1,0,2,2,0,2,2
346,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,0,2,2,0,2
347,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,0,2,2,0
348,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,0,2,2
349,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,0,2
350,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,0
351,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1
352,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2
353,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2
354,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2
355,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1
356,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1
357,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1
358,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1
359,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1
360,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2
361,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2
362,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2
363,0,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2
364,2,0,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1
365,2,2,0,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1
366,2,2,2,0,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1
367,1,2,2,2,0,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2
368,1,1,2,2,2,0,1,2,1,2,2,2,2,1,2,2,2,2,2,1
369,2,1,1,2,2,2,0,1,2,1,2,2,2,2,1,2,2,2,2,2
370,1,2,1,1,2,2,2,0,1,2,1,2,2,2,2,1,2,2,2,2
371,2,1,2,1,1,2,2,2,0,1,2,1,2,2,2,2,1,2,2,2
372,2,2,1,2,1,1,2,2,2,0,1,2,1,2,2,2,2,1,2,2
373,1,2,2,1,2,1,1,2,2,2,0,1,2,1,2,2,2,2,1,2
374,1,1,2,2,1,2,1,1,2,2,2,0,1,2,1,2,2,2,2,1
375,1,1,1,2,2,1,2,1,1,2,2,2,0,1,2,1,2,2,2,2
376,1,1,1,1,2,2,1,2,1,1,2,2,2,0,1,2,1,2,2,2
377,2,1,1,1,1,2,2,1,2,1,1,2,2,2,0,1,2,1,2,2
378,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,0,1,2,1,2
379,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,0,1,2,1
380,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,0,1,2
381,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,0,1
382,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,0
383,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2
384,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2
385,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2
386,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1
387,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1
388,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2
389,0,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1
390,1,0,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2
391,2,1,0,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2
392,2,2,1,0,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1
393,2,2,2,1,0,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1
394,2,2,2,2,1,0,1,1,2,1,2,2,2,1,2,1,1,2,1,1
395,1,2,2,2,2,1,0,1,1,2,1,2,2,2,1,2,1,1,2,1
396,2,1,2,2,2,2,1,0,1,1,2,1,2,2,2,1,2,1,1,2
397,1,2,1,2,2,2,2,1,0,1,1,2,1,2,2,2,1,2,1,1
398,1,1,2,1,2,2,2,2,1,0,1,1,2,1,2,2,2,1,2,1
399,0,1,1,2,1,2,2,2,2,1,0,1,1,2,1,2,2,2,1,2
400,1,0,1,1,2,1,2,2,2,2,1,0,1,1,2,1,2,2,2,1
401,1,1,0,1,1,2,1,2,2,2,2,1,0,1,1,2,1,2,2,2
402,2,1,1,0,1,1,2,1,2,2,2,2,1,0,1,1,2,1,2,2
403,1,2,1,1,0,1,1,2,1,2,2,2,2,1,0,1,1,2,1,2
404,1,1,2,1,1,0,1,1,2,1,2,2,2,2,1,0,1,1,2,1
405,2,1,1,2,1,1,0,1,1,2,1,2,2,2,2,1,0,1,1,2
406,0,2,1,1,2,1,1,0,1,1,2,1,2,2,2,2,1,0,1,1
407,2,0,2,1,1,2,1,1,0,1,1,2,1,2,2,2,2,1,0,1
408,1,2,0,2,1,1,2,1,1,0,1,1,2,1,2,2,2,2,1,0
409,1,1,2,0,2,1,1,2,1,1,0,1,1,2,1,2,2,2,2,1
410,2,1,1,2,0,2,1,1,2,1,1,0,1,1,2,1,2,2,2,2
411,2,2,1,1,2,0,2,1,1,2,1,1,0,1,1,2,1,2,2,2
412,2,2,2,1,1,2,0,2,1,1,2,1,1,0,1,1,2,1,2,2
413,1,2,2,2,1,1,2,0,2,1,1,2,1,1,0,1,1,2,1,2
414,2,1,2,2,2,1,1,2,0,2,1,1,2,1,1,0,1,1,2,1
415,2,2,1,2,2,2,1,1,2,0,2,1,1,2,1,1,0,1,1,2
416,1,2,2,1,2,2,2,1,1,2,0,2,1,1,2,1,1,0,1,1
417,1,1,2,2,1,2,2,2,1,1,2,0,2,1,1,2,1,1,0,1
418,2,1,1,2,2,1,2,2,2,1,1,2,0,2,1,1,2,1,1,0
419,2,2,1,1,2,2,1,2,2,2,1,1,2,0,2,1,1,2,1,1
420,1,2,2,1,1,2,2,1,2,2,2,1,1,2,0,2,1,1,2,1
421,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,0,2,1,1,2
422,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,0,2,1,1
423,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,0,2,1
424,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,0,2
425,0,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,0
426,1,0,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2
427,2,1,0,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1
428,2,2,1,0,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1
429,0,2,2,1,0,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2
430,2,0,2,2,1,0,2,2,2,2,1,2,2,1,1,2,2,1,2,2
431,2,2,0,2,2,1,0,2,2,2,2,1,2,2,1,1,2,2,1,2
432,2,2,2,0,2,2,1,0,2,2,2,2,1,2,2,1,1,2,2,1
433,1,2,2,2,0,2,2,1,0,2,2,2,2,1,2,2,1,1,2,2
434,1,1,2,2,2,0,2,2,1,0,2,2,2,2,1,2,2,1,1,2
435,2,1,1,2,2,2,0,2,2,1,0,2,2,2,2,1,2,2,1,1
436,2,2,1,1,2,2,2,0,2,2,1,0,2,2,2,2,1,2,2,1
437,1,2,2,1,1,2,2,2,0,2,2,1,0,2,2,2,2,1,2,2
438,1,1,2,2,1,1,2,2,2,0,2,2,1,0,2,2,2,2,1,2
439,1,1,1,2,2,1,1,2,2,2,0,2,2,1,0,2,2,2,2,1
440,2,1,1,1,2,2,1,1,2,2,2,0,2,2,1,0,2,2,2,2
441,1,2,1,1,1,2,2,1,1,2,2,2,0,2,2,1,0,2,2,2
442,2,1,2,1,1,1,2,2,1,1,2,2,2,0,2,2,1,0,2,2
443,2,2,1,2,1,1,1,2,2,1,1,2,2,2,0,2,2,1,0,2
444,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,0,2,2,1,0
445,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,0,2,2,1
446,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,0,2,2
447,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,0,2
448,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,0
449,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2
450,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2
451,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2
452,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1
453,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1
454,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2
455,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2
456,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1
457,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1
458,0,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1
459,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2
460,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1
461,1,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2
462,2,1,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
463,1,2,1,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,2
464,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1
465,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2
466,2,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,2,2,2
467,2,2,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,2,2
468,1,2,2,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,2
469,2,1,2,2,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1
470,1,2,1,2,2,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1
471,2,1,2,1,2,2,1,1,1,2,1,1,0,0,1,1,1,1,1,1
472,1,2,1,2,1,2,2,1,1,1,2,1,1,0,0,1,1,1,1,1
473,2,1,2,1,2,1,2,2,1,1,1,2,1,1,0,0,1,1,1,1
474,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,0,0,1,1,1
475,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,0,0,1,1
476,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,0,0,1
477,0,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,0,0
478,2,0,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,0
479,2,2,0,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1
480,0,2,2,0,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1
481,2,0,2,2,0,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2
482,1,2,0,2,2,0,2,1,1,2,1,2,1,2,1,2,2,1,1,1
483,1,1,2,0,2,2,0,2,1,1,2,1,2,1,2,1,2,2,1,1
484,2,1,1,2,0,2,2,0,2,1,1,2,1,2,1,2,1,2,2,1
485,2,2,1,1,2,0,2,2,0,2,1,1,2,1,2,1,2,1,2,2
486,2,2,2,1,1,2,0,2,2,0,2,1,1,2,1,2,1,2,1,2
487,2,2,2,2,1,1,2,0,2,2,0,2,1,1,2,1,2,1,2,1
488,1,2,2,2,2,1,1,2,0,2,2,0,2,1,1,2,1,2,1,2
489,1,1,2,2,2,2,1,1,2,0,2,2,0,2,1,1,2,1,2,1
490,1,1,1,2,2,2,2,1,1,2,0,2,2,0,2,1,1,2,1,2
491,2,1,1,1,2,2,2,2,1,1,2,0,2,2,0,2,1,1,2,1
492,1,2,1,1,1,2,2,2,2,1,1,2,0,2,2,0,2,1,1,2
493,2,1,2,1,1,1,2,2,2,2,1,1,2,0,2,2,0,2,1,1
494,2,2,1,2,1,1,1,2,2,2,2,1,1,2,0,2,2,0,2,1
495,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,0,2,2,0,2
496,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,0,2,2,0
497,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,0,2,2
498,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,0,2
499,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,0
500,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2
501,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1
502,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1
503,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2
504,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2
505,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2
506,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2
507,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1
508,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1
509,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1
510,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2
511,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1
512,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2
513,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2
514,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2
515,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1
516,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2
517,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2
518,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1
519,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1
520,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1
521,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2
522,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1
523,0,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2
524,1,0,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1
525,2,1,0,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1
526,1,2,1,0,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2
527,2,1,2,1,0,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2
528,2,2,1,2,1,0,1,2,1,2,2,2,2,2,2,1,1,2,2,1
529,1,2,2,1,2,1,0,1,2,1,2,2,2,2,2,2,1,1,2,2
530,1,1,2,2,1,2,1,0,1,2,1,2,2,2,2,2,2,1,1,2
531,2,1,1,2,2,1,2,1,0,1,2,1,2,2,2,2,2,2,1,1
532,2,2,1,1,2,2,1,2,1,0,1,2,1,2,2,2,2,2,2,1
533,1,2,2,1,1,2,2,1,2,1,0,1,2,1,2,2,2,2,2,2
534,1,1,2,2,1,1,2,2,1,2,1,0,1,2,1,2,2,2,2,2
535,2,1,1,2,2,1,1,2,2,1,2,1,0,1,2,1,2,2,2,2
536,2,2,1,1,2,2,1,1,2,2,1,2,1,0,1,2,1,2,2,2
537,1,2,2,1,1,2,2,1,1,2,2,1,2,1,0,1,2,1,2,2
538,0,1,2,2,1,1,2,2,1,1,2,2,1,2,1,0,1,2,1,2
539,2,0,1,2,2,1,1,2,2,1,1,2,2,1,2,1,0,1,2,1
540,2,2,0,1,2,2,1,1,2,2,1,1,2,2,1,2,1,0,1,2
541,2,2,2,0,1,2,2,1,1,2,2,1,1,2,2,1,2,1,0,1
542,2,2,2,2,0,1,2,2,1,1,2,2,1,1,2,2,1,2,1,0
543,1,2,2,2,2,0,1,2,2,1,1,2,2,1,1,2,2,1,2,1
544,2,1,2,2,2,2,0,1,2,2,1,1,2,2,1,1,2,2,1,2
545,1,2,1,2,2,2,2,0,1,2,2,1,1,2,2,1,1,2,2,1
546,2,1,2,1,2,2,2,2,0,1,2,2,1,1,2,2,1,1,2,2
547,1,2,1,2,1,2,2,2,2,0,1,2,2,1,1,2,2,1,1,2
548,2,1,2,1,2,1,2,2,2,2,0,1,2,2,1,1,2,2,1,1
549,1,2,1,2,1,2,1,2,2,2,2,0,1,2,2,1,1,2,2,1
550,2,1,2,1,2,1,2,1,2,2,2,2,0,1,2,2,1,1,2,2
551,2,2,1,2,1,2,1,2,1,2,2,2,2,0,1,2,2,1,1,2
552,0,2,2,1,2,1,2,1,2,1,2,2,2,2,0,1,2,2,1,1
553,1,0,2,2,1,2,1,2,1,2,1,2,2,2,2,0,1,2,2,1
554,1,1,0,2,2,1,2,1,2,1,2,1,2,2,2,2,0,1,2,2
555,1,1,1,0,2,2,1,2,1,2,1,2,1,2,2,2,2,0,1,2
556,1,1,1,1,0,2,2,1,2,1,2,1,2,1,2,2,2,2,0,1
557,1,1,1,1,1,0,2,2,1,2,1,2,1,2,1,2,2,2,2,0
558,2,1,1,1,1,1,0,2,2,1,2,1,2,1,2,1,2,2,2,2
559,2,2,1,1,1,1,1,0,2,2,1,2,1,2,1,2,1,2,2,2
560,0,2,2,1,1,1,1,1,0,2,2,1,2,1,2,1,2,1,2,2
561,2,0,2,2,1,1,1,1,1,0,2,2,1,2,1,2,1,2,1,2
562,1,2,0,2,2,1,1,1,1,1,0,2,2,1,2,1,2,1,2,1
563,1,1,2,0,2,2,1,1,1,1,1,0,2,2,1,2,1,2,1,2
564,1,1,1,2,0,2,2,1,1,1,1,1,0,2,2,1,2,1,2,1
565,2,1,1,1,2,0,2,2,1,1,1,1,1,0,2,2,1,2,1,2
566,0,2,1,1,1,2,0,2,2,1,1,1,1,1,0,2,2,1,2,1
567,1,0,2,1,1,1,2,0,2,2,1,1,1,1,1,0,2,2,1,2
568,2,1,0,2,1,1,1,2,0,2,2,1,1,1,1,1,0,2,2,1
569,2,2,1,0,2,1,1,1,2,0,2,2,1,1,1,1,1,0,2,2
570,0,2,2,1,0,2,1,1,1,2,0,2,2,1,1,1,1,1,0,2
571,1,0,2,2,1,0,2,1,1,1,2,0,2,2,1,1,1,1,1,0
572,1,1,0,2,2,1,0,2,1,1,1,2,0,2,2,1,1,1,1,1
573,1,1,1,0,2,2,1,0,2,1,1,1,2,0,2,2,1,1,1,1
574,2,1,1,1,0,2,2,1,0,2,1,1,1,2,0,2,2,1,1,1
575,1,2,1,1,1,0,2,2,1,0,2,1,1,1,2,0,2,2,1,1
576,2,1,2,1,1,1,0,2,2,1,0,2,1,1,1,2,0,2,2,1
577,1,2,1,2,1,1,1,0,2,2,1,0,2,1,1,1,2,0,2,2
578,2,1,2,1,2,1,1,1,0,2,2,1,0,2,1,1,1,2,0,2
579,1,2,1,2,1,2,1,1,1,0,2,2,1,0,2,1,1,1,2,0
580,2,1,2,1,2,1,2,1,1,1,0,2,2,1,0,2,1,1,1,2
581,1,2,1,2,1,2,1,2,1,1,1,0,2,2,1,0,2,1,1,1
582,1,1,2,1,2,1,2,1,2,1,1,1,0,2,2,1,0,2,1,1
583,1,1,1,2,1,2,1,2,1,2,1,1,1,0,2,2,1,0,2,1
584,2,1,1,1,2,1,2,1,2,1,2,1,1,1,0,2,2,1,0,2
585,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,0,2,2,1,0
586,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,0,2,2,1
587,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,0,2,2
588,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,0,2
589,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,0
590,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1
591,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1
592,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1
593,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2
594,0,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1
595,1,0,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2
596,1,1,0,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1
597,1,1,1,0,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2
598,2,1,1,1,0,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1
599,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,2,1,1,1,2
600,1,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,2,1,1,1
601,1,1,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,2,1,1
602,2,1,1,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,2,1
603,1,2,1,1,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2,2
604,2,1,2,1,1,2,2,1,1,1,0,1,2,2,2,1,2,2,1,2
605,2,2,1,2,1,1,2,2,1,1,1,0,1,2,2,2,1,2,2,1
606,1,2,2,1,2,1,1,2,2,1,1,1,0,1,2,2,2,1,2,2
607,1,1,2,2,1,2,1,1,2,2,1,1,1,0,1,2,2,2,1,2
608,2,1,1,2,2,1,2,1,1,2,2,1,1,1,0,1,2,2,2,1
609,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,0,1,2,2,2
610,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,0,1,2,2
611,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,0,1,2
612,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,0,1
613,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,0
614,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1
615,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1
616,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1
617,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2
618,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2
619,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1
620,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1
621,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2
622,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1
623,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2
624,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2
625,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1
626,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1
627,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2
628,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2
629,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2
630,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2
631,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1
632,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1
633,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2
634,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2
635,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1
636,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1
637,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1
638,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1
639,0,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1
640,2,0,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2
641,2,2,0,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2
642,1,2,2,0,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2
643,1,1,2,2,0,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1
644,1,1,1,2,2,0,2,1,1,2,1,1,2,1,2,1,2,2,1,1
645,2,1,1,1,2,2,0,2,1,1,2,1,1,2,1,2,1,2,2,1
646,2,2,1,1,1,2,2,0,2,1,1,2,1,1,2,1,2,1,2,2
647,1,2,2,1,1,1,2,2,0,2,1,1,2,1,1,2,1,2,1,2
648,1,1,2,2,1,1,1,2,2,0,2,1,1,2,1,1,2,1,2,1
649,1,1,1,2,2,1,1,1,2,2,0,2,1,1,2,1,1,2,1,2
650,2,1,1,1,2,2,1,1,1,2,2,0,2,1,1,2,1,1,2,1
651,1,2,1,1,1,2,2,1,1,1,2,2,0,2,1,1,2,1,1,2
652,2,1,2,1,1,1,2,2,1,1,1,2,2,0,2,1,1,2,1,1
653,0,2,1,2,1,1,1,2,2,1,1,1,2,2,0,2,1,1,2,1
654,2,0,2,1,2,1,1,1,2,2,1,1,1,2,2,0,2,1,1,2
655,2,2,0,2,1,2,1,1,1,2,2,1,1,1,2,2,0,2,1,1
656,1,2,2,0,2,1,2,1,1,1,2,2,1,1,1,2,2,0,2,1
657,2,1,2,2,0,2,1,2,1,1,1,2,2,1,1,1,2,2,0,2
658,1,2,1,2,2,0,2,1,2,1,1,1,2,2,1,1,1,2,2,0
659,1,1,2,1,2,2,0,2,1,2,1,1,1,2,2,1,1,1,2,2
